"CFR";"loa"
13780;5.6
13781;6.03
13782;6.08
13783;13.27
13784;6.4
13785;6.18
13786;7.07
13788;6.35
1379;5.6
13790;6.25
13791;38.98
13792;7.08
13794;43.93
13795;43.1377777777778
13796;41.4
13797;45.5633333333333
13798;6.98
13799;5.1
138;28.02
1380;9.76
13800;6.51
13801;6.51
13802;5.7
13803;7.95
13804;7.98
13805;7.78
13806;7.17
13807;38.7890909090909
13808;9.2
13809;7.18
13810;14.5
13811;8.03
13812;4.96
13813;6.35
13814;6.37
13815;32.64
13816;8.14666666666667
13817;13.01
13818;8.24444444444444
13819;6.28
1382;13.4
13820;9.55
13821;13.88
13822;7.05
13823;6.47
13824;10
13825;6.33
13826;6.98
13827;24.4
13828;11.5
13829;7.15
1383;5
13830;6.15
13831;12
13832;4.98
13833;7.4
13834;8.45
13835;14.6
13836;7.5
13837;6.24
13838;6.4
13839;5.79
1384;7.19
13840;7.12
13841;7.2
13842;5.62
13843;5.25
13844;7.55
13845;5.75
13846;5.66333333333333
13847;6.9
13848;5.94
13849;4.85
1385;5.52
13850;6.48
13851;6.42
13852;6.5
13853;7.71
13854;6.91
13855;7.2
13856;6.62
13857;8.4
13858;17.23
13859;5.5
1386;6.27
13860;6
13861;6.95
13863;7.55
13864;8
13865;17.09
13866;6.09333333333333
13867;16
13868;7.13
1387;7
13870;14.1
13871;7.05
13872;7.1
13873;6.65
13874;6.25
13876;3.9
13877;5.8
13878;5.6
13879;5.9
1388;7.38
13880;7
13882;4.3
13883;12.8
13884;5.235
13885;5.736
13886;10.1
13887;14.93
13888;4.83
13889;21.9
1389;7.7
13890;24.55
13891;16.23
13892;4.8
13893;8
13894;12.9
13895;6.5
13896;5.05
13897;4.88
13898;5.116
139;26.92
1390;6.5
13901;16.34
13902;13.15
13903;6.45
13904;5.12
13905;6.48
13906;10.26
13907;12.6
13908;6.76
13909;6.07
1391;8.29
13910;7.5
13911;8.97777777777778
13912;14.95
13913;23.61
13915;7.35
13916;5.6
13917;6.35
13918;12.3
13919;10.52
1392;7.8
13921;17.09
13923;5.98
13924;6.4
13925;12.15
13926;10.83
13927;10.65
13928;6.1
13929;8.4
1393;5.64
13930;7.28
13931;7.28
13932;10.55
13933;10.9
13934;14.45
13936;17.08
13937;20.37
13938;26.22
13939;21.84
1394;6.41916666666667
13940;18.16
13941;10.7
13942;6.75
13943;9.65
13944;6.02
13945;12.2
13946;10.9
13947;6.1
13948;7.5
13949;14.45
1395;5.27
13950;5.15
13952;6
13953;7.02
13954;11.2
13955;6.55
13956;5.85
13957;5.55
13958;14.4
13959;14.082
1396;5.62
13960;5.04
13961;7.17
13962;13.25
13963;13.2
13964;17.25
13965;13.65
13966;12.6
13967;5.86
13968;6.8
13969;8.1
1397;8.185
13970;5.9
13971;4.17
13972;22.55
13973;8.56
13974;4.88
13975;20.25
13976;4.3
13977;4.35
13979;18.85
1398;7.85
13980;6.2
13981;9.14
13982;6.5
13983;8.6
13984;7.09
13985;10.76
13986;12.845
13987;18.76
13988;7.8
13989;6.77
1399;12.5
13990;5.91
13991;10.09
13992;9.95
13993;6.35
13994;23.446
13995;11.18
13996;13.9071428571429
13997;19.65
13999;8.96
14;3.5
140;21.9
1400;12.1342857142857
14000;9.54
14001;5.67
14002;6.7
14003;10.92
14004;16.88
14005;4.5
14006;14.33
14007;12.36
14008;10.2
14009;11
1401;12.46
14010;5.85
14011;9.93
14012;5.7
14013;6.48
14014;6
14015;8.08
14016;7.85
14017;5.1
14018;9.4
14019;12.7
1402;6.52
14021;14.3
14022;10.2
14023;9.42
14024;5.5
14025;7.558
14026;8.976
14027;13.4
14028;9.9
1403;5.9
14030;7
14032;7.7
14033;7.67
14034;6.2
14035;7.1
14036;7.96
14037;7.98
14038;7.01
14039;9.35
1404;6.776
14040;6.44
14041;13.8
14042;7.37
14043;8.02
14044;7.55
14045;14.42
14046;7.3
14047;7.73
14048;8.75
14049;19.03
1405;7.05
14050;9.6
14051;7.925
14052;6.632
14053;7.24
14054;5.912
14055;7.9
14056;5.39
14057;6.22
14058;5.75
14059;9.45
1406;6.37
14060;8.53
14061;6.43
14062;9
14063;6.974
14064;13.97
14065;8.15
14066;5.05666666666667
14067;12.88
14068;12.94
1407;5.7
14070;5.83
14071;14.2
14072;9.4
14073;5.9
14074;6.54444444444444
14075;8.02
14076;9
14077;6.02
14078;8.58
1408;6.3
14080;8.35
14081;8.7
14082;6.3
14083;13.5
14084;18
14085;13.1
14087;9.26
14088;8.14285714285714
14089;8.77
1409;6.45
14090;7.12
14091;6.092
14092;7.3
14093;7.5
14094;7.7
14095;5.26
14096;6.32
14097;8.05
14098;6.58
14099;8.12
141;21
1410;14.7
14100;6.1
14101;7.36
14102;23.6
14103;6.36
14105;5.05
14106;4.5
14108;7.2
14109;14.6
1411;6.6
14110;7.75
14111;15.0555555555556
14112;6.85
14113;6.65
14114;7.55
14115;12.81
14116;6.5
14117;6
14118;8.05
14119;8.172
1412;7.23
14120;7.7
14121;9.75
14122;7
14123;7.7
14124;11.2
14125;9.96
14126;7.93
14127;10.4
14128;7.62
14129;6.24333333333333
1413;6.35
14130;7.13
14131;6.565
14132;8.03
14133;4.52
14134;4.51
14135;6.4
14136;7.35
14137;6.75
14138;8.3
14139;6.78
1414;2.97
14140;8.8
14141;15.3
14142;7.16
14143;5.65
14144;11.59
14145;19.15
14146;13.5
14147;6.1
14149;7.88
1415;4.85
14150;14.24
14151;15.5
14153;4.85
14154;5.04
14155;4.75
14156;3.5
14157;4.6
14159;3.94
1416;18.47
14160;17.4
14161;13.3
14162;17.96
14164;4.5
14165;14.5
14166;12.09
14167;12.1
14169;12.14
1417;7.31
14170;13
14171;12.46
14172;13.46
14173;4.7
14174;17.48
14175;60.0125
14176;66.7
14177;73.17
14178;14.45
14179;6.37
1418;14.51
14181;17.5
14182;4.35
14183;3.03
14184;35.62
14185;29.49
14186;69.07
14187;4.6
14188;13.2
14189;69.38
1419;19.25
14191;36.91
14192;31.56
14193;50.22
14194;36.2
14196;14.98
14198;14.62
14199;21.6
142;26.6
1420;12.12
14200;15.67
14201;12.3
14202;13.1
14203;13.52
14204;12.35
14205;11.95
14206;13.75
14207;12.6
14208;7.15
14209;9.8
1421;6.73
14210;6.4
14211;9.6
14212;7.51
14213;4.5
14214;7.8
14215;5.5
14216;6.5
14217;17.25
14218;5.9
14219;4.5
1422;7.63
14220;5.52
14221;6.8
14222;8.24
14223;8.42333333333333
14224;4
14226;4.3
14227;11.6
14228;8.55
14229;13.91
1423;5.78
14230;10.13
14231;3.84
14232;3.6
14233;5.9
14234;4.68
14235;10.4
14236;23.86
14237;17.5
14238;8.3
14239;6.9
1424;6.3
14240;7.95
14241;25.16
14243;16.42
14244;20.2
14245;4.08
14246;19.34
14247;20.2
14248;20.84
14249;19.5
1425;12.57
14251;6.2
14252;24.41
14253;20.3
14254;21
14255;18.86
14256;20.43
14258;27.75
14259;3.8
1426;7.37
14260;12.73
14261;26.8
14262;26.1
14263;28.28
14264;27.06
14265;26.86
14266;27.35
14267;27.3
14268;24.86
14269;21.79
1427;8.25
14270;27.5
14271;18.42
14272;23.2
14273;25.7
14275;13.21
14276;22.04
14277;19.8
14278;18.45
14279;12.68
1428;4.98
14280;6.53
14281;9.42
14282;23.73
14283;7.24
14284;9.67166666666667
14285;17.43
14286;11.83
14287;14.05
14288;28.7185714285714
14289;24.4
1429;6.42
14290;20.46
14291;13.98
14292;27.4
14293;11.09
14294;26.9
14295;10
14296;6.05
14297;3.96
14299;14.3
143;26.85
1430;7.34
14300;13.7633333333333
14301;13.69125
14302;14.1
14303;11.3
14304;15.35
14305;7.86
14306;17.27
14308;9.26
14309;8.45
1431;12.65
14310;16.1
14311;14.49
14312;8.4
14313;8.35
14315;16.25
14316;8.1
14317;10.2
14318;27.3
14319;27.3
1432;7.1
14320;15.35
14321;26.95
14322;23.04
14323;20.4
14324;6.1
14325;25.3
14326;9.23
14327;4.9
14328;17.12
14329;4.63
1433;5.95
14331;17.2
14332;24.67
14333;14.16
14334;24.86
14335;16.55
14337;5.82
14338;14.48
14339;14.48
1434;7.92
14340;11.532
14341;4.4
14342;16.61
14343;11.85
14344;11.45
14345;7.2
14346;6.6
14347;16.6241666666667
14348;21.6866666666667
14349;8.4
1435;6.14
14350;14.5
14351;14.61
14352;25.29
14353;18
14354;4.5
14355;4.89375
14356;4.8
14357;4.3
14358;9
14359;5.35
1436;8.19
14360;6
14361;3.85
14362;5.25
14363;4.8
14364;3.85
14365;9.3
14366;9.38
14367;12.36
14368;10.35
14369;10.03
1437;5.28
14370;11.14
14371;10.8
14372;11.05
14373;10.5
14374;11.15
14375;11.2
14376;11.35
14377;4.2
14378;5.05
14379;5.4
1438;7.84
14380;10.05
14381;14.33
14382;12
14383;5.59
14384;11.3
14385;5.15
14386;4.87
14387;11.9
14388;13.08
1439;6.22
14390;11.95
14391;13
14392;12.63
14393;6.1
14394;11.98
14395;13.88
14396;11.95
14397;13.22
14398;13.36
14399;11.7785714285714
144;24.4
1440;4.84
14400;10.9444444444444
14402;14.4514285714286
14403;14.995
14404;17.08
14405;12.85
14406;16.82
14407;14.8
14408;4.84
14409;14.64
1441;6.56
14410;15.5227272727273
14411;5.1
14412;6.04
14413;3.69
14414;15.984
14415;12.68
14416;6.3
14417;6.2
14418;8.15
14419;5
1442;6.25
14420;5.82
14421;4.93
14423;5.89
14424;5.4
14425;5.6
14426;6.5
14427;7.8
14428;11.1
14429;5.4
1443;9.49
14430;11.2
14431;7.56
14432;6.40333333333333
14433;5.95
14434;14.5
14435;13.7285714285714
14436;13.48
14437;13.38
14438;7.65
14439;4.5
1444;15.7
14440;3.6
14441;4.28
14442;5.95
14443;3.8
14444;4.26
14446;11.1
14447;4.55
14448;4.74
14449;4.56
1445;5.42
14450;5.2
14451;3.96
14453;5.02
14454;4.7
14455;4.8
14456;4.2
14457;5.4
14458;5.5
14459;4.91666666666667
1446;7.91
14460;5.1
14461;4.6
14462;12.28
14463;5.9
14464;5.92
14465;12.13
14466;11.1
14467;10.2
14468;5.93
14469;4.7
1447;8.1
14470;13.15
14471;4.5
14472;4.93
14473;12.9
14474;3.8
14475;11.15
14476;21.47
14477;4.75
14478;19.9
14479;3.95
1448;8.49
14481;6.478
14483;4.62
14484;5.9
14485;16.4
14486;5.2
14487;17.18
14488;18.85
14489;4.95
1449;7
14490;5.278
14491;5.1
14492;4.7
14493;4.42
14494;4.84
14495;10.5
14496;12.91
14497;18.93
14498;7.32
14499;4.55
145;27.85
1450;7.62
14500;4.706
14501;4.85
14502;13.5442857142857
14503;13.16
14504;9.2
14505;13.21
14506;4.7
14507;4.88
14508;13.1
14509;5.35
1451;13.5
14510;6.1
14511;3.5
14512;13.78
14513;13.36
14514;4.795
14515;13.2233333333333
14516;14.4871428571429
14517;5.5
14518;6.63
14519;17.35
1452;7.88
14520;19.9
14521;4.7
14522;14.55
14523;12.852
14524;5.4
14525;13.585
14526;12.45
14527;12.8
14528;14.29
14529;5.42
1453;5.90222222222222
14530;4.93333333333333
14531;4.65
14532;17.5
14533;15.27
14534;16.1
14535;19.25
14536;14.34
14537;14.9
14538;14.36
14539;14.99
1454;9.5
14540;18.28
14541;14.85
14542;13.64
14543;4.6
14544;14.94
14545;5.55
14546;4.11
14547;15.54
14548;16.15
14549;3.7
1455;9.31
14550;4.48
14551;6
14552;8.1
14553;10.8
14554;13.14
14555;11.8571428571429
14556;4.86
14558;16.4
14559;7.1
1456;6.78
14560;14.69
14561;4.25
14562;16.5
14563;5
14564;14.82
14565;3.98
14566;7.92
14567;5.65
14568;5.02
14569;14.96
1457;10.51
14571;5.4
14572;6.3
14573;5.33
14574;6.1
14575;5.6
14576;6
14577;6
14578;6
14579;6.3
1458;9.2
14581;5.98
14582;4.33
14583;5.9
14585;6.09
14586;5.05
14587;6.3
14589;6.8
1459;8
14590;8.02
14591;6
14592;6.45
14593;4.74
14594;9.49
14595;7.58
14596;6.2
14597;6.85
14599;6
146;24.1
1460;7.85
14600;6.6
14601;9.66
14602;6.22
14603;10.16
14604;7.39
14605;19.77
14606;9.23
14607;8.68
14608;9.18
1461;13.98
14610;9.62
14611;8.52
14612;10.38
14614;6.57
14615;5.25
14616;6.7
14618;4.66
14620;7.22
14621;3.84
14622;9.26
14623;7.44
14624;5.84916666666667
14625;7.33
14626;6.57
14628;9.3
14629;8.45
1463;12.64
14630;9.88
14631;4.82
14632;18.02
14633;6.21
14634;8.44
14635;5.22
14636;19.3
14638;13.19
14639;6.76
1464;6.06
14640;5.04
14641;5.7
14642;3.95
14643;6.72
14644;7.63
14645;18.7
14646;27.3
14647;5.06
14648;6.41
1465;12.81
14650;28.5944444444444
14652;6.38
14653;6.06
14654;13.52
14655;18.55
14656;13.32
14657;27.1
14658;6.37
14659;9.94
1466;9.97
14660;7.95
14661;19.05
14663;8.31
14664;10.9
14665;13.28
14666;21.5
14667;13.25
14668;5.8
14669;14.07
1467;12.65
14670;6.02
14671;19.05
14672;7.17
14673;8.95
14674;13.08
14676;5.25
14677;16.2
14679;5.84
1468;9.23
14680;5.95
14681;9.27
14683;5.62
14684;6.54
14685;5.24
14686;6.85
14687;6
14688;5.7
14689;7.73
1469;9.74
14690;8.85
14692;7.86
14693;5.6
14694;5.66
14695;8.16
14696;6.6
14697;5.6
14698;18.9
14699;9.53
147;26.25
1470;7.96
14700;9.36
14701;5.15
14702;6.35
14703;5.2
14704;5.25
14705;6.7
14707;19.65
14708;6.15
14709;7.2
1471;8.4
14710;4.85
14711;6.4
14712;5.8
14713;5
14714;5.81
14715;6.65
14716;22.2
14717;6.162
14718;9.17
14719;4.96
14720;4.82
14721;6
14722;6.5
14723;6.65
14725;9.17
14726;3.75
14727;5.42
14728;7.2
14729;7.96
1473;14.5
14730;11.72
14731;7.24
14732;7.14
14733;7.06
14734;8.15
14735;7.07
14736;4.98
14737;6.65
14738;7.76
14739;9.91
1474;8.15
14740;5.28
14741;8.18
14742;5.34
14743;7.9
14744;6.58
14745;5.75
14746;32.79
14747;6.27571428571429
14748;6.4
14749;7.84
1475;9.07
14750;9.46
14751;10.82
14753;13.05
14754;9.9
14755;8.54
14756;12.14
14757;6.5
14758;9
14759;11.75
1476;11.71
14760;10.53
14761;11.1
14762;9.45
14763;12.32
14765;13.2
14766;14.26
14767;14.34
14768;6.5
14769;6.04
1477;7.456
14770;10.71
14771;16.13
14772;15.08
14773;17.48
14774;10.6
14775;16.45
14776;16.16
14777;16.25
14779;19.9
1478;12.175
14780;7.18
14781;17.4
14782;21.28
14783;7.15
14784;14.05
14785;7.08
14786;12.47
14787;18.3
14788;20.75
14789;6
1479;8.88
14790;11.39
14791;11.3
14792;16.8
14794;10.45
14795;11.2
14796;10.325
14797;11.04
14798;10.96
14799;8.34545454545455
148;4.26
1480;9.7
14800;10.3
14802;8.98
14803;14.47
14804;9.9
14805;8.08
14806;13.27
14807;20.5
14808;11.52
14809;10.2
1481;5.85
14810;17.11
14811;11.6
14812;16
14813;9.8
14814;7
14815;24.17
14816;10.14
14817;15.24
14818;6.2
14819;23.1
1482;9.23
14820;8.94
14821;27.18
14822;27.15
14823;12.33
14824;23.1
14825;9.9
14826;6.86
14827;17.1
14828;12.92
14829;12.03
1483;8.83
14830;7.3
14831;10.59
14832;6.4
14833;11.5
14834;12.93
14835;5.7
14836;7.62
14837;7.6
14838;13.05
14839;14.84
1484;8.03
14840;6.48
14841;5.55
14842;8.2
14843;15.33
14844;8.22
14846;7
14847;5.8
14848;20.75
14849;14.6
1485;8.99
14850;6.42
14851;9.95
14852;7.79
14853;7.16
14854;9.54
14855;5.54
14856;10.7915384615385
14857;13.4863636363636
14858;8.22
1486;12.17
14860;19.27
14861;14.5
14862;6.8
14863;12.71
14864;5.57714285714286
14865;6.34
14866;6.48923076923077
14867;7.275
14868;6.27
14869;6.45
1487;12.75
14870;6.04
14871;10.73
14872;5.51
14873;6.2
14874;19.1
14875;6.61
14876;5.51
14877;5.55
14878;5.42
14879;9.02
1488;9.08
14880;14.3
14881;5.55
14882;6.64
14883;6.28
14884;7.637
14885;13.42
14886;5.8
14887;12.7
14888;6.3
14889;6.44
1489;7.69
14890;6.3
14891;6.44
14892;6.5
14893;7.4
14894;6.18
14895;7.35
14896;8.25
14897;6.8
14898;8.23
14899;5.72
149;4.035
1490;13.28
14900;8.3
14901;4.95
14902;18.5
14903;5.3
14904;5.92
14905;5.6
14906;4.84
14907;5.16
14908;5.5
14909;4.72181818181818
1491;14
14910;4.25
14911;4.8
14912;6.11
14913;8.94
14914;7.15
14915;4.57
14916;5.1
14917;5.18
14918;6.35
14919;5.56
1492;13.05
14920;5.85
14921;7
14922;5.5
14923;5.75
14924;6.8
14925;6.05
14926;5.35
14927;6.8
14928;6.45
14929;5.6
1493;8.97
14930;6.01
14931;8.35
14932;8.75
14933;10.1
14934;6.08
14935;6.82
14937;12.42
14938;5.87
14939;5.4
1494;9.53
14940;6.48
14941;5.66
14942;5.62
14943;11.7
14944;11.34
14945;6.35
14946;5.62
14947;4.92
14948;4.67
14949;5.05
1495;17.35
14950;11.76
14951;6.4
14952;5
14953;5
14954;5.31
14955;4.95
14956;5.03
14957;5.38
14958;5.09
14959;4.92
1496;6.97
14960;11.36
14961;5.07
14962;4.79
14963;5
14964;6.5
14965;4.75
14966;8.44
14967;6.23
14968;16.83
1497;10.54
14970;10.8
14971;17.54
14972;16.91
14973;10.44
14974;13.2
14975;13.48
14976;11.2
14977;22.51
14978;17.55
14979;17.46
1498;11.1
14980;13.55
14981;10.4
14982;10.34375
14983;14.82
14984;20.2
14985;8.9
14986;14.2
14987;11.47
14988;21.33
14989;12.47
1499;8.11
14990;12.7
14991;8.59
14992;22.85
14993;19.76
14994;12.58
14995;20.91
14996;13.72
14997;20
14998;12.6
14999;26.32
15;17.6
150;25.35
1500;7.82
15000;10.48
15001;12.34
15002;20.9
15003;12.36
15004;17.7
15005;8.8
15006;9.9
15007;10.4525
15008;14.45
15009;13.2
1501;14.28
15010;15.6
15011;16.14
15012;14.95
15013;20.6
15014;19.24
15015;17.7
15016;21.16
15017;19.95
15018;18
15019;15.42
1502;7.06
15020;13.5
15021;8.2
15022;13
15023;15.45
15024;23.85
15025;23.1
15026;17.85
15027;22.3
15028;21.36
15029;13.85
1503;14.14
15030;7.55
15031;19.15
15032;10.8
15033;7.15
15034;7.85
15035;16.3953846153846
15036;12.15
15037;14.1
15038;10.9
15039;10.79
1504;7.7
15040;22.8
15041;7.8
15042;7.8
15043;10
15045;24.1
15046;19.95
15047;17.88
15049;12.2
1505;5.97
15050;10.85
15051;12.55
15052;19.92
15053;7.8
15054;10.39
15055;8.85
15056;14.75
15057;14.5
15058;14.85
15059;21.8
1506;14.2
15060;12.3
15061;14.58
15062;10.03
15063;15.72
15064;21.24
15065;20.48
15066;10.85
15068;14.18
15069;17.35
1507;6.92
15070;16.15
15071;9.12
15072;17.1
15074;19.28
15075;12.33
15076;16.5
15077;15.9
15078;14.4
15079;20.5
1508;9.69
15080;19.65
15081;12.5
15082;19.13
15083;17.52
15085;18.38
15086;17.9
15087;10.29
15088;7.69333333333333
15089;5.68
1509;7.08
15090;4.79
15091;4.25
15092;5.71
15093;18.07
15094;20.86
15095;10.38
15096;6.1
15097;16.0075
15098;23.2
15099;13.02
151;24.6
1510;8.14
15100;20.7
15101;13.2
15102;7.70909090909091
15103;5.06
15104;10.2
15105;20.364
15106;19.25
15107;7.05
15108;19.8
15109;21.88
1511;7.65
15110;6.3
15111;6.5
15112;5.3
15114;6.12
15115;8.46
15116;24.7
15118;6.05
15119;5.2125
1512;5.56
15120;4
15121;4.3
15122;8.609
15124;23.7
15125;6.33
15126;17.02
15127;14.85
15128;22.08
15129;14.44
1513;8.61
15130;14.12
15131;14.75
15132;15.95
15133;18.1
15134;15.3
15135;11
15136;14.65
15137;15.95
15138;14.12
15139;19.5545454545455
1514;4.67
15140;23.28
15141;19.3
15142;14.95
15143;12.5
15144;30.52
15145;23.05
15146;14.1
15147;20.56
15148;11.5
15149;15
15150;11.2
15151;8.65
15152;6.9
15153;10.7
15154;5.03
15155;16.43
15156;14.7
15157;5.81
15158;10.55
15159;5.72
1516;4.55
15160;9.1
15161;7.57
15162;12.01
15163;6.2
15164;9.3
15165;6.4
15166;12.05
15167;11.04
15169;11.6
1517;4.7
15170;11.15
15171;14.5
15172;7.2
15173;9.93
15174;7.4
15175;8.35
15176;15.35
15177;12
15178;6.15
15179;18.3
1518;12.72
15180;10.05
15181;7.01
15182;7.93
15183;6.6
15184;8.7
15187;10.75
15189;5.32
1519;5.4
15190;10.3
15191;7.36
15192;11.15
15193;6.88
15194;8.15
15195;7.3
15196;7.2
15197;4.68
15198;5.1
15199;8
152;23.52
1520;12.65
15200;5.5
15202;5.65
15203;5.8
15204;5.67
15205;8.5
15206;13.7
15207;8.5
15209;9.26
1521;13.8
15210;19.07
15211;7
15212;10.1
15213;7.44
15214;4.8
15215;11.5
15216;5.85
15217;7.82625
15218;11.7
15219;9.74
1522;4.76
15220;7.95
15221;4.9
15222;14.09
15223;18.48
15224;5.86
15225;6.35
15226;5.15
15227;21
15228;21.9
15229;4.71
1523;4.6
15230;4.71
15231;13.74
15232;6.68
15233;5.47
15234;4.94
15235;8.05
15236;6.72
15237;5.35
15238;4.27
15239;4.7
1524;5.07
15240;18.43
15241;21.55
15242;16.378
15243;4.98
15244;8.13
15245;6.455
15246;4.7
15247;4.71
1525;4.9
15250;3.68
15251;3.81
15252;5.905
15253;8.32
15254;6.3
15255;4.82
15257;4.5
15258;4.99
15259;8.55
1526;13.09
15260;4.5
15261;7.13
15262;6.3
15263;9.63
15264;11.43
15265;6.2
15266;11.78
15267;13.81
15268;7.2
15269;23.33
1527;12.85
15270;11.97
15271;24.7
15272;3.8
15273;5.96
15274;6.59
15275;4.8
15276;5.75
15277;7.6
15278;4.65
15279;6.36
1528;13.1
15280;4.5
15281;13.97
15282;18.27
15283;7.16
15284;10.25
15285;5.15
15286;11.95
15287;5.05
15288;5.952
15289;6.4
1529;6.8
15290;7.95
15291;9.11272727272727
15292;6.65
15293;8.29
15294;6.59
15295;6.2
15296;9.27
15297;5.99
15298;6.59
15299;6.4
153;28.45
1530;6.65
15300;7.84
15301;19.92375
15302;5.25
15303;4.52
15304;6.09
15305;6.55
15306;6.21
15307;7.2
15308;10.5
15309;19.72
1531;9.46
15310;4.93
15311;8.7
15312;6.2
15313;4.95
15314;7.94
15315;6.28
15316;6.12
15317;21.3
15318;6.61
15319;4.45
1532;12.7
15320;4.3
15321;3.68
15322;8.55
15323;5.66
15325;5.65
15326;6.58
15327;4.99
15329;9.6
1533;14.22
15330;4.93
15331;9.24
15332;10.05
15333;6.82
15334;6.13
15335;9.52
15336;4.93
15337;6.86
15338;4.03
15339;7.25
1534;12.65
15340;6.22
15341;4.95
15342;8.42
15343;4.08
15344;7.32
15345;16.45
15346;5.18
15347;7.89
15348;6.55
15349;5.08
1535;13.5
15350;8.14285714285714
15351;6.25
15352;5.65
15354;4.49
15355;6.2
15357;7.77
15358;7.5
15359;6.45
1536;7.22
15360;10.25
15361;7.38
15362;6.64
15363;5.06
15364;4.15
15365;6.21
15366;9.32
15367;6.22
15368;6.74
15369;3.75
1537;12.56
15370;6.33
15372;6.35
15373;4.66
15374;4.67
15375;9.5
15376;7.3
15377;11.15
15378;4.52
15379;13.37
1538;13.6
15380;6.4
15382;6.4
15383;6.76
15384;4.25
15385;4.61
15386;6.42
15387;6.43
15388;7.59
15389;4.2
1539;27.45
15390;10
15391;6.6
15392;7.43
15393;4.2
15394;5.92
15395;4.25
15396;4.5
15397;5
15398;5.23
15399;6.25
154;25.89
1540;29.25
15400;4.95
15401;8.6
15402;11.74
15403;6.9
15404;7.65
15405;8.29
15406;5.80714285714286
15407;15.12
15408;4.36
15409;4.99
1541;7.69
15410;5.15
15411;4.87
15412;4.78
15413;6.59
15414;8.01
15415;6.624
15416;4.75
15417;4.93
15418;4.73
15419;5.65
1542;7.42666666666667
15420;6.45
15421;7.45
15422;6.16
15423;6.35
15425;4.15
15426;6.53
15427;6.54
15428;10
1543;8.68
15430;5.2
15431;4.75
15432;4.9
15433;5.2
15434;11.28
15436;7.84
15437;3.5
15438;8.3
15439;6.12
1544;7.08
15440;5.92
15441;12.05
15442;5.52
15443;7.38
15444;16.45
15445;3.9
15446;6.6
15447;6
15448;7.18
15449;4.75
1545;10.88
15450;22.6
15451;8.3
15452;5.31
15453;9.08
15454;6.75
15455;6.03
15456;6.57
15457;5.17
15458;8.11
15459;5.55
1546;9.43333333333333
15460;5.42
15461;4.52
15462;3.75
15463;5.25
15464;5.06
15465;5.15
15466;4.52
15467;6.7
15468;8.35
15469;7.05
1547;9.64
15470;4.75
15471;6.12
15472;6.12
15473;6.32
15474;9
15475;3.8
15476;24.5433333333333
15477;4.85
15478;8.4
15479;22.25
1548;8.55
15480;4.9
15481;5.96
15482;6.93
15483;4.91
15484;5.06
15485;26.5
15486;4.54
15487;7.95
15488;6.2
15489;7.9
1549;9.54
15490;6.97
15491;7.05
15492;11.41
15493;11.9
15495;12.5
15496;12.3
15497;7.39
15498;6.95
15499;5.5
155;4.25
1550;9.35
15500;7.5
15501;5.8
15502;8.96
15503;6.26
15504;5.35
15505;8.25
15506;10
15507;10.81
15508;6.95
15509;7.5
1551;10.01
15510;9.33
15511;9.11
15512;9.64
15513;8.01
15514;5.25
15515;5.75
15516;5.54
15517;5.8
15518;6.95
15519;8.4
1552;15.73
15520;7.19
15521;8.45
15522;6.25
15523;9.75
15524;5.05
15525;12.23
15526;6.99
15527;5.6
15528;6.03
15529;5.15
1553;9.35
15530;13.5
15531;6.83
15532;6.97
15533;17.15
15534;5.6
15535;5.95
15536;6.14
15537;13
15538;5.5
15539;4.1
1554;16.8
15540;5
15541;4.7
15543;2
15544;5.07
15545;11.09
15546;5
15547;12.23
15548;11.7
15549;11.09
1555;6.3
15550;4.6
15551;6.04
15552;5.17
15553;6.24
15554;7.94
15555;7.13
15556;5.91
15557;5.7
15558;5.49
15559;5.58
1556;8.09
15560;6.741
15561;3.55
15562;6.07
15563;6.63
15564;6.95
15565;5.66
15567;6.35
15568;6.59571428571429
15569;3.46
1557;8.1
15570;5.37
15571;6.69
15572;6.66
15573;5.98
15574;4.92
15575;6.58
15576;6.4
15577;9.44
15578;11.62
15579;8.175
1558;7.01
15580;6.12
15582;6.27
15583;8.85
15584;5.43
15585;5.66
15586;4.96
15587;8.4
15588;6.37
15589;7.82
1559;9.16
15590;11.29
15591;8.35
15592;5.07
15593;8.2
15594;3.8
15595;12.82
15596;5.84
15597;4.14
15598;5.95
15599;13.99
156;9.5
1560;9.85
15600;13.31
15601;8.45857142857143
15602;6.39
15603;6.42
15604;14.21
15605;4.4
15606;3.84
15607;6.6
15608;11.99
15609;5.4
1561;7.5
15610;12.05
15611;12.4957142857143
15612;11.96
15613;6.95
15614;13.23
15615;5.8
15616;7.12
15617;14.01
15618;6.09
15619;9.22
1562;6.25
15620;6.9
15621;12.22
15622;6.73
15623;6.9
15624;7.15285714285714
15625;6.45
15626;13.78
15627;14.12
15628;4.45
15629;8.55
15630;6.89
15631;6.42
15632;9.49
15633;9.12
15634;9.12
15635;13.5
15636;14.52
15637;6.44
15638;12.9
15639;6.38
1564;7.05
15640;12.9
15641;7.23
15642;12.82
15643;12.82
15644;6.77
15645;13.45
15646;9.08
15647;13.3836363636364
15648;9.25
15649;10.19
1565;6.65
15650;8.11
15651;13.56
15652;6.15
15653;7.07
15654;13.1
15655;6.75
15656;12.1625
15657;4.38
15658;7.19
15659;13.04
15660;6.67
15661;13.4688888888889
15662;7.18
15663;12.29
15664;5
15665;6.34
15666;6.75
15667;5.7
15668;6.6
15669;6.78
1567;9.062
15670;7.41
15671;6.4
