"CFR";"loa"
21251;6.14222222222222
21252;7.3
21253;5.99
21254;5.79555555555556
21255;5
21256;6.29166666666667
21257;5.76
21258;5.58
21259;6.98555555555556
2126;18.25
21260;5.48
21261;6.01
21262;6.19
21263;7.52
21264;5.9
21265;7.3
21266;6.29
21267;7.04
21268;6.28
21269;6.37
2127;22.79
21270;7.17
21271;6.43
21272;5.9
21273;5.11
21274;5.83
21275;6.65
21276;6.95
21277;5.75
21278;6.28
21279;5.71
2128;21.67
21280;6.4125
21281;6
21282;5
21283;4.5
21284;5.225
21285;5.68666666666667
21286;5
21287;5.3
21288;5.8875
21289;6
2129;21.67
21290;5.82
21291;5.87
21292;6.2
21293;5.05
21294;6
21295;5.85
21297;5.94
21298;7.2
21299;6.22
213;4.8
2130;9.12
21300;6
21301;6.07
21302;5.91
21303;5.95
21304;5.94
21305;5.8
21306;6.06
21307;5.86
21308;5.8
21309;6.1
2131;10.8
21310;5.88
21311;5.67
21312;5.93
21313;5.8
21314;6
21315;6.4
21316;6.32
21317;5.85
21318;5.73666666666667
21319;5.92
2132;7.1
21320;4.6
21321;5.01
21322;5.96
21323;5.28
21326;5.19
21327;4
21328;12.2057142857143
21329;4.2
2133;20.24
21332;4.45
21333;4.46
21335;4
21336;9.65
21337;4.91
21338;10.5
2134;7.71
21342;4
21343;4.76
21344;4.48
21345;4.5
21346;3.6
21347;4.6
21348;4
21349;3.8
2135;9.98
21350;5.76
21355;4.47
21358;3.55
2136;9.1
21362;5.83
21363;5.65
21365;5.84
21366;5.66
21367;5.22
21369;4.05
2137;10
21370;4.3
21371;4.37
21372;4.1
21373;4.09
21374;4.74
21375;4.5
21376;5.12
21377;4.76
21378;4.21
21379;4
2138;8.05
21380;5.02
21381;4.52
21382;5.96
21383;5
21385;5.3
21388;5.59
2139;8.62
21391;5.47
21392;4.91666666666667
21393;4.5
21394;4.65
21395;5.15
21396;4.4
21397;4.4
21398;5
21399;4.68
214;10.98
2140;21.35
21400;4.52
21402;3.78
21403;4.52
21404;5.5
21405;4.6
21406;3.77
21407;5.1
21408;4.23
21409;6.48
2141;7.63
21410;4.5
21411;4.33
21412;4.79
21413;7.6
21414;4.1
21415;4.45
21416;4.12
21417;4.43
21418;4.1
21419;3.9
2142;13.05
21420;4.635
21421;4.52
21422;4.01
21423;4.85
21424;4
21425;3.16
21426;4.66
21427;4
21429;4.08
2143;10.74
21430;4.38
21431;4.7
21432;4.8
21433;4.5
21434;3.8
21435;4.6
21436;4.45
21437;4.8
21438;4.24
21439;4.9
2144;9.68
21440;4.83
21441;4.9
21442;4.54
21443;4.7325
21444;4.84
21445;4.59
21446;4.74
21447;4.95
21448;4.61
21449;5.14
2145;12.38
21450;5.18
21451;5.67
21452;4.86
21453;4.89818181818182
21454;4.2
21455;3.66
21456;5.05
21457;5.3
21458;5.25
21459;3.8
2146;6.97
21460;4.1
21461;4.85714285714286
21463;5
21464;3.95
21465;4.57
21466;4.76
21467;5.482
21468;5.25
21469;4.2
2147;19.6813333333333
21470;5.35
21475;8.14
21477;9.8
21478;11
21479;8.5
2148;8.25
21480;9.95
21481;6.4
21482;7
21483;9.9
21484;4.1
21485;5.2
21486;5.55
21487;5.35
21488;7.9
21489;10
2149;18
21490;6.3
21491;8
21492;5.7
21493;6.6
21494;6.05
21495;4.7
21497;4.8
21498;4.8
21499;4.4
215;3.9
2150;7.2
21500;6.35
21501;5.7
21502;5.85
21503;6
21504;5.65
21505;6.5
21506;6
21507;4.86
21508;6.34
21509;5.67
2151;11.1
21510;6.1
21511;6
21512;7
21513;5.8
21514;5.75
21515;5.9
21516;5.85
21517;6.1
21518;6.18
21519;5.62857142857143
2152;13.65
21520;4.77
21521;4.9
21522;5.7
21523;4.85
21524;6.5
21525;6.55
21526;5.81
21527;5.65
21528;5.668
21529;4.65
2153;10.08
21530;5.85
21531;5.92
21532;6.48
21533;6.78666666666667
21534;4.75
21535;5.8
21536;7.09
21537;4.7
21538;5.65
21539;5.85
2154;12.93
21540;6.07
21541;5.45
21542;5.54857142857143
21543;5.8
21544;4.95
21545;5.8
21546;6.45
21547;6.175
21548;5.4
21549;6
2155;13.35
21550;5.94
21551;5.65
21552;5.9
21553;6
21554;6.25
21555;4.5
21556;5.9
21557;5.9
21558;6.2
21559;5.8
2156;11.1
21560;5.78
21561;5.8
21562;5.75
21563;5.77
21564;5.48
21565;5.8
21566;6.43
21567;5.85
21568;6.15
21569;5.5
2157;24.1
21570;5.8
21571;6.4
21572;5.77
21573;5.75
21574;5.8
21575;5.7
21576;5.8
21577;5.75
21578;5.63
21579;5.5
2158;9.58
21580;6.45
21581;5.8
21582;5.8
21583;5.8
21584;5.8
21585;5.8
21586;5.7
21587;5.72
21588;5.8
21589;5.7
2159;9.92
21590;5.81
21591;5.89
21592;5.88
21593;5.87
21594;5.88
21595;5.9
21596;5.88
21597;5.88
21598;5.82
21599;5.87
216;4.08
2160;8.62
21600;5.92
21601;5.88
21602;5.59545454545455
21603;5.8
21604;5.8
21605;5.8
21606;5.8
21607;5.8
21608;5.80142857142857
21609;6.48
2161;11.53
21610;6
21611;5.9
21612;6.38
21613;6.48
21614;5.87
21615;6.55
21616;6
21617;6.35
21618;5.75
21619;5.8
2162;12.1
21620;5.72
21621;5.8
21622;5.75
21623;5.78
21624;5.8
21625;4.4
21626;3.2
21627;5.65375
21628;5.55
21629;6.55
2163;10.67
21630;5.65
21631;5.25
21632;6.45
21633;6.45
21634;5.95
21635;6.26666666666667
21636;4.53
21637;6.08
21638;5.87
21639;5.9
2164;10.8
21640;6.3
21641;6.1
21642;6.35
21643;6.14571428571429
21644;6.45
21645;6.15
21646;6.44
21647;6.48
21648;6.15
21649;6.35
2165;19.17
21650;6.5
21651;6.0325
21652;6.03
21653;5.9
21654;6.35
21655;3.8
21656;4.17
21657;6.28
21658;6.43375
21659;5.98
2166;10.7
21660;5.99
21661;5.8
21662;5.8
21663;5.8
21664;6.85
21665;4.43
21666;5.88
21667;6.33
21668;5.88
21669;5.84
2167;14.3784615384615
21670;5.9
21671;5.84
21672;5.78
21673;6.32
21674;5.82
21675;6.44
21676;6.25
21677;5.77
21678;4.4
21679;6.24666666666667
2168;22.5
21680;6.37
21681;6.5
21682;6.05
21683;4.1
21684;6.38222222222222
21685;6.44
21686;5.91
21687;6.35
21688;6.28
21689;6.6
2169;10.13
21690;6.44
21691;6.35
21692;6.35
21693;6.4
21694;6.28
21695;6.3
21697;6.08
21698;6.02
21699;6.08
217;3.8
2170;13.45
21700;6.08
21701;6.08
21702;6.08
21703;6.08
21704;6.08
21705;6.02
21706;6.08
21707;6.02
21708;7.04
21709;5.85
2171;7.62
21710;6.52
21711;4.52
21712;6.11
21713;6.48
21714;6.2
21715;4.78333333333333
21716;4.61
21717;6
21718;5.85714285714286
21719;5.25
2172;11.5
21720;4.31
21721;5.4
21722;5.06666666666667
21723;4.75
21724;5.15
21725;5.1
21726;6
21727;5.52
21728;4.75
21729;6
2173;22.25
21730;5.05
21731;5.2
21732;7.26
21733;6.19
21734;4.5
21735;5.3
21736;5.3
21737;6.26
21738;5.5
21739;5.35
2174;19.83
21740;5
21741;6
21742;4.8375
21743;5
21744;5.405
21745;5
21746;5.75
21747;5
21748;6
21749;5
2175;19.8
21750;5
21751;5.65
21752;6
21753;6.48
21754;5.2
21755;5.2
21756;5.25
21757;5
21758;5.86
21759;6
2176;11.66
21761;7.02
21762;7.15
21764;5
21765;6
21766;5.7
21767;4.92857142857143
21768;4.35
21769;4.85
2177;13.4
21770;6.21
21771;5.14
21772;5.206
21773;9.2
21774;5.5
21775;7.3
21776;7.4
21777;6.9
21778;7.25
21779;6.23
2178;12.1
21780;6.21
21781;7
21782;7.58857142857143
21783;7
21784;6.45333333333333
21785;6.7
21786;7.25
21788;6.45
21789;5.6
2179;11.2
21790;6.95
21791;6.43
21792;4.68
21793;5.21
21794;5.25
21795;5.2
21796;5.2
21797;5.06
21798;5.18
21799;5.23
218;3.82
2180;13.3
21800;5.23
21801;5.24
21802;5.21
21804;4.95
21805;5.12
21806;5.31
21807;5.21
21808;5.12
21809;5.1
2181;7.81
21810;5.22
21812;5.6
21813;4
21814;4.5
21815;4
21817;4
21818;5.25
21819;4.5
2182;11.8
21820;4.5
21821;4.29
21822;4.23
21823;3.92
21824;4.47
21825;6.64
21826;3.7
21827;4.75
21828;4.14
21829;4.66
2183;10.38
21830;5
21831;5.07
21832;5.87
21833;5.3675
21834;4.59
21835;4.88
21836;5.93
21837;5.8
21839;4.23
2184;19.07
21840;5
21843;3.6
21844;3.85
21845;4.48
21846;4.2
21847;4
21848;4
21849;7.2
2185;7.82
21850;3.875
21851;3.91428571428571
21852;4.2
21853;4.18
21854;4.5
21855;4.9
21856;4.98
21857;3.5
21858;4.4
21859;4.64285714285714
2186;13.2
21860;5.1
21861;4.2
21862;4.63
21863;6.55
21864;4.2
21865;4.35
21866;4.4
21867;4.25
21868;4.2
21869;4.87777777777778
2187;6.99
21870;4.43
21871;5.426
21872;4.18
21877;3.85
2188;21.97
21880;10.28
21882;5.4
21883;6.31
21884;5.85833333333333
21885;5.5
21886;5
21887;4
21888;3.36
21889;2.86
2189;13.12
21890;2.85
21891;3.36
21892;3.99
21894;3.33
21895;4
21896;3.5
21897;3.28
21898;4.08
21899;3.6
219;5.15
2190;12.95
21900;3.45
21901;3.36
21902;4.38
21903;4.03
21904;23.35
21908;3.95
21909;4.5
2191;10.5
21910;4.52
21911;4.35
21912;4.625
21913;5.14
21914;3.85
21915;5.4325
21916;4.5
21917;4.2
21918;4.05714285714286
21919;4.18
2192;12
21920;4.34
21921;4.36
21922;3.9
21923;4.5
21924;4.1
21925;3.7
21926;4.07
21927;4.54
21928;3.8
21929;4.06
2193;11.07
21930;4.1
21931;4.18
21932;3.8
21933;4
21934;4.2
21935;3.9
21936;5.75
21937;4
21938;4.5
21939;4.58
2194;11.25
21940;4.12857142857143
21941;3.97
21942;5.05
21943;4.7
21944;4
21945;4.1
21946;4.1
21947;6.02
21948;6.37
21949;6.5
2195;10.55
21950;5.1
21951;4.97
21952;5.5
21953;6.15
21954;4.7
21955;5.3
21956;6.4
21957;5.24
21958;6
21959;6.05
2196;22.35
21960;6.2
21961;7.25
21962;4.7
21963;5.19
21964;5.45
21965;5.58
21966;6.11
21967;5.26
21968;6.1
21969;7.02
2197;10.1
21970;5.95
21971;6.09
21972;5.88
21973;5.68
21974;6
21975;5.3
21976;5.65
21977;6.61363636363636
21978;6.3
21979;6.12
2198;8.45
21980;4.95
21981;6.14
21982;5.6
21983;6.2
21984;5.5
21985;7.85
21986;5.55
21987;5.5
21988;7
21989;6.4
2199;20.69
21990;7.4
21991;5.79
21992;5.56
21993;5.76
21994;6.08
21995;6
21996;5.84
21997;6.03
21998;6
21999;7.11
22;17.76
220;4.1
2200;13
22000;5.75
22001;6.44
22002;6.8
22003;7.72
22004;5.75
22005;5.6
22006;5.7
22007;8.03333333333333
22008;6.5
22009;6.67
2201;12.05
22010;6.7
22011;6.8
22012;5.76
22013;6.21
22014;6.56
22015;6.73
22016;6.65
22017;7.35
22018;5.7
22019;6.15
2202;11.43
22020;5
22021;6.65
22022;5.7
22023;6.44
22024;6.38
22027;5.9
22028;6.5
22029;4.51
2203;23.86
22031;4.92
22032;4.79
22033;5.9
22034;4.96
22035;4.68
22036;3.7
22037;3.85
22038;4.37
22039;4.01111111111111
2204;11.15
22040;4.046
22041;3.9
22042;4.25
22044;4
22045;4.25
22046;3.93333333333333
22047;6.3
22048;3.969
22049;4.68583333333333
2205;11.45
22050;3.95666666666667
22051;4.86777777777778
22052;6.5
22053;5.59
22054;3.8
22055;3.85
22056;4.2
22057;4
22058;6.21
22059;4.6
2206;13.19
22060;4.2
22061;5.46
22063;4.66
22064;5.95285714285714
22065;3.6
22067;6.78888888888889
22068;6.3
22069;4.85
2207;9.1
22070;6
22071;5.65
22072;5.83
22073;5.63
22074;5.52
22075;6.62
22076;5.88
22077;4.85
22078;6.8
22079;5.5
2208;9.45
22080;4.41
22081;4
22082;4.25
22083;4
22084;4.62
22085;4.22
22086;4.9
22087;4.6
22088;4.74
22089;5
2209;24.4
22090;4.4
22091;4.5
22092;5.01
22094;4.9
22095;5.1
22096;6.15
22098;5
22099;5.2
221;3.95
2210;11.43
22101;5.17
22103;5.6
22105;4.9
22107;5.07
2211;10.45
22111;6.3
22112;5.21777777777778
22113;5.27
22114;4.68
22115;5
22116;4.37
22117;5.15
22118;4.67
22119;4.3
2212;10.6
22120;5.55
22121;5.17
22122;4.57
22123;4
22125;4.12
22126;6.45
22127;6.45
22128;6.37
22129;6.58
2213;12.12
22130;7
22131;7
22132;6.33
22133;6.37
22134;6.91
22135;6.41
22136;7
22137;6.36
22138;6.9
22139;7
2214;10.36
22140;6.59
22141;6.9
22142;7.08
22143;6.54
22144;4.1
22145;6.63
22146;6.41
22147;6.32
22148;5.88
22149;6.3
2215;12.2
22150;6.35
22151;6.73
22152;6.53
22153;6.68
22154;6.6
22155;6.6
22156;6.53
22157;4.06
22158;6.52
22159;4.42
2216;23.98
22160;6.05
22161;4.82
22162;5
22165;4.2
2217;16.39
2218;12.75
22180;4.45
22181;4.73
22182;4.45
22183;4.4
22184;3.64
22185;4.5
22186;3.85
22187;3.65
22188;4
22189;4
2219;20.61
22191;3.45
22192;3.7
22194;4
22195;4.38
22196;4.7
22198;4.8
22199;4
222;3.9
2220;11.7
22200;4.25
22201;4.21
22202;5.1
22203;5.35
22204;4.1
22205;4.5
22206;4.3
22207;3.98
22208;4.558
22209;3.9
22210;4.3
22211;4.58
22212;4.45
22213;4.37
22214;4.5
22215;4.3
22216;4.468
22217;4.64166666666667
22218;4.16
22219;4.13
2222;22.28
22220;4.53
22221;5.24
22223;4.45
22225;4.25
22226;4.43
22227;5.05
22228;4
22229;4.05
2223;11.18
22230;4.57
22233;4.35
22235;4.45
22236;4
22237;4.32
22238;4.05
22239;4.2
2224;10.5
22240;5.4
22241;4.35
22242;4.4
22243;5.76
22244;5.4
22245;5.93
22246;5
22247;4.3
22249;4
2225;11.95
22254;3.73
22256;4.2
22259;5.3
2226;10.78
22260;4.2
22261;4.04
22262;4.21
22263;4.264
22264;6.25
22265;6.18
22266;5.78
22267;6
22268;7.24
22269;5.43333333333333
2227;12.62
22270;5.7
22271;5.33
22272;7.33
22273;6.35
22274;6.14375
22275;6.48
22276;6.64
22277;6.13
22278;5.73230769230769
22279;6.62
2228;10.45
22280;5.89
22281;5.34
22282;6.78
22283;5.7
22284;7.24
22285;5.4
22286;6.41
22287;5.96
22288;5.62
22289;5.95
2229;9.4
22290;5.89
22291;5.45
22292;5.41
22293;7.22
22294;5.78
22295;5.72
22296;7.23
22297;6.17
22298;7.27
22299;6.23
223;15.35
2230;7.6
22300;6.13
22301;6.42
22302;6.79
22303;5.14
22304;6.69
22305;5.63
22306;6.8
22307;5.64
22308;5.67
22309;5.35
2231;11.66
22310;6.06
22311;5.67
22312;6.25
22313;6.14
22314;5.92
22315;5.68
22316;6.45
22317;5.69875
22318;5.85
22319;6.75
2232;22.85
22320;6.93
22321;6.12
22322;6.22
22323;6.88
22324;7.21
22325;6.62
22326;6.64
22327;7.32
22328;4.1
22329;3.13333333333333
2233;23.18
22330;4.55
22331;4.7
22332;3.92857142857143
22336;19.65
22339;3.7
2234;9.28
22340;5
22341;3.69
22342;5.2425
22343;4.13
22345;3.92
22346;4.12
22348;4
22349;5.35
2235;19.85
22350;3.7
22351;17.6
22352;3.25
22353;4.17
22354;3.9
22355;4.3
22356;4
22357;3.8
22358;4.2
22359;4
2236;23.82
22360;3.55
22361;3.91
22362;3.75
22363;4.4
22364;4.6
22365;4.37
22366;4.46875
2237;10.1
22371;4.45
22374;4.45
22375;6
22376;7.84
22378;7
22379;8
2238;7.16
22381;5.75
22382;7
22385;5.9
22387;5.05
22388;5.93
22389;5.92777777777778
2239;6.9
22391;8.44
22393;6
224;6.78
2240;14.65
22400;6
22402;6.25
22405;5.95
22408;5.86
22409;5.6
2241;22.5
22415;6
22416;5.86
22417;5.84
22419;5.95
2242;22.05
22421;6
22422;6.15
22424;5.95
22425;6
22426;5.12
2243;11.57
22433;4.45
22434;4
22435;5.02
22436;6.45
22437;5.5
22438;5.5
22439;5.5
2244;19.76
22440;6.45
22441;3.94
22442;3.9
22443;6.32
22444;5.82
22445;6.09266666666667
22446;4.5
22447;5.41111111111111
22448;6.75384615384615
22449;5.58
2245;20.9
22450;4.9
22451;6.3
22452;5.2
22453;5.54666666666667
22454;6.86
22455;5.8
22456;5.36
22457;6.15
22458;6.05
22459;5.8
2246;21.1
22460;5.3
22461;5.9
22462;5.8
22463;5.2
22464;6.38
22465;6.33
22466;5.8
22467;5.52
22468;5.636
22469;5.52
2247;10.4
22470;4.76
22471;5.05
22473;5.82
22474;5.26
22475;5.55
22476;6.42
22477;5.25
22478;5.15
22479;6.28
2248;20.26
22480;6.9
22481;5.12
22482;3.9
22483;6.02222222222222
22484;6.3
22485;5.77333333333333
22486;6.3
22487;4.55
22488;5.6
22489;4.85
2249;6.66
22490;4.17
22491;6.14
22492;6.45
22493;4.27
22494;6.5
22495;5.9
22496;5.74
22497;4.5
22498;3.94
22499;6
225;6.85
2250;10.06
22500;4.63
22501;5.2
22502;5.351
22503;4.34
22504;4.76
22505;4.37
22506;4.4
22507;4.95
22508;4.12
22509;5.0725
2251;9.54
22510;5.05
22511;4
22512;3.6
22513;3.75
22514;4.18
22515;3.9
22516;3.7
22518;3.98
22519;4.62
22520;4.45
22521;3.82
22522;3.85
22523;3.8
22524;4.5
22525;4.75
22528;3.96
22529;3.9
2253;6.74
22530;3.8
22531;4.16
22532;3.85
22533;3.94
22534;4.26
22535;4.04
22536;5.13
22537;5.57
22538;5.87
22539;6.7
2254;13.15
22540;4.81
22541;4.7
22542;6.16
22543;6.16
22544;5.08
22545;4.8
22546;5.3
22547;5.69
22548;5.71
22549;5.63
2255;6.77
22550;5.67
22551;5.47
22552;4.54
22553;5.63
22554;4.73
22555;4.97
22556;5.1
22557;4.38
22558;4.3
22559;4.5
2256;16.27
22560;4
22561;3.9
22562;4.4
22564;5.1
22566;4.77
22569;4.1
2257;10.8
22570;4.45
22571;5.63
22572;4.2
22573;5.05
22574;4.55
22575;5.11
22576;4.7
22577;5.62
22578;4.1
22579;4.85
2258;7.11
22581;4.8
22582;5.33
22583;5
22584;4.4375
22585;5.2
22586;5.25
22587;5.09
22588;5.26
22589;5.2
2259;14.04
22590;5.25
22591;4.8
22592;4.5
22593;4.41
22594;5.13
22595;5.11
22596;4.03
22597;6.11
22598;4.2975
22599;3.6
226;4.45
2260;17.24
22600;4.56
22601;4
22602;4.35
22604;4.06
22605;4.1
22606;4.4
22607;4.867
22608;5.14
22609;4.37
2261;13.42
22610;4.5
22611;4.19
22612;5.84
22613;5.8
22614;5.05
22615;5.12
22616;6.03
22617;5.8
22618;5
22619;6.0375
2262;18.05
22620;6.03
22621;6.04
22622;6.02
22623;6.05
22624;6.45
22625;6.1
22626;6.05
22627;6.05
22628;6.9
22629;5.18
2263;10.32
22631;6.07
22632;4.9
22633;5.12
22634;5
22635;4.2
22637;5.8
22638;4.64
22639;4.46
2264;8.16
22640;4.8
22642;4.67
22643;4.2
22644;5.16
22645;4.48
22646;4.77
22648;9.3
22649;4.4
2265;13.76
22650;3.7
22651;4.7
22652;5.66
22653;5.3
22654;5.25
22655;5.11
22656;5.66
22657;4.96
22658;5.5
22659;6
2266;13.84
22660;4.56
22661;5.8
22662;4.88
22663;5.98
22664;4.05
22665;3.85
22666;4.35
22667;4.7
22668;4.17
2267;12.6
22670;5.45
22671;6.93
22672;6.18
22673;6.68727272727273
22674;4.64
22675;4.5
22676;4
22677;3.78
22678;5.27
22679;4.72
2268;27.3
22680;5.1
22681;4.25
22682;6
22683;7.5
22684;4.5
22685;4.69
22686;4.16
22687;4
22688;4.8
22689;4.85
2269;8.18
22690;4.4
22691;4.6
22692;3.7
22693;4.38
22694;4
22695;3.967
22696;3.8
22697;4.15
22698;4.15
22699;3.5
2270;13.43
22700;4.33
22701;3.63
22702;4.7
22703;3.7
22704;4.49
22705;8.1
22706;4.36
22707;4.3
22708;4.7
22709;3.865
2271;22.32
22710;4.16
22711;3.7
22712;4.4
22713;3.805
22714;3.8
22715;3.55
22716;4.6
22717;4
22718;4.4
22719;4.05
2272;12.3
22720;4.55
22721;3.25
22722;5.15
22723;3.83
22724;3.8
22725;4.35
22726;5.35
22727;3.64
22728;4.07
22729;4.86
2273;22.91
22730;3.9
22732;3.7
22733;3.6
22734;4.3
22735;3.95
22736;4.5
22737;4.1
22738;4.6
2274;19.16
22740;4
22741;4.71
22742;4.3
22743;4.5
22745;4.6
22746;4.68
22747;4.25
22748;3.99
22749;3.74
2275;20.34
22750;4.45
22751;4.3
22752;4.35
22753;4
22754;4.69
22755;4.59
22756;5.23
22757;4.95
22758;3.94
22759;4.07
2276;16.5
22760;3.9
22761;4.62
22762;4.27
22763;3.5
22764;4.22
22765;4.3
22766;4.60142857142857
22767;4.55
22768;4.1
22769;4.13
2277;15.17
22770;4.1
22771;4.35
22773;4.2
22774;4
22775;4.25
22776;3.5
22777;5.28
22778;4.14
22779;4.21
2278;15.76
22780;4.96
22781;3.65
22782;5.25
22783;6.26818181818182
22784;4.2
22785;4.5
22786;6.09
22787;4.74
22788;4.02
2279;10.15
22790;4.328
22791;4.2
22792;6.5
22793;4.85
22794;4.94
22795;4.3
22796;5.12333333333333
22797;4.53
22798;4.6
22799;6.04
228;8.15
2280;20.23
22800;4.3
22801;4.79
22802;4
22803;4.72
22804;5.1
22805;4.42
22806;4.5
22807;3.8
22808;4.54
22809;5
2281;5.3
22810;4.3
22811;5.42
22812;5.2
22813;4
22814;5.6
22815;4.3
22816;4.52
22817;4.5
22818;4.42
22819;4.32
2282;23.15
22820;4.42
22822;3.91
22823;4.685
22824;3.95
22825;3.53333333333333
22826;4.685
22827;4.05
22828;4
22829;3.63333333333333
2283;9.82
22830;5.16
22831;4.21
22832;3.95
22833;4.60888888888889
22834;4.95
22835;4.1
22836;3.95
22837;3.8
22839;4
2284;10.9
22840;3
22841;4.86
22842;4.72
22843;3.68
22844;4.806
22845;4.98
22846;4.13
22847;4
22848;6
22849;4.58
2285;11.83
22851;4.2
22854;4.5
22855;5.4
22856;5.2
22857;4
22859;3.8
2286;14.7
22860;3.85
22861;4.31
22862;3.97
22864;4.08
22867;5
22868;6.08
2287;20.78
22871;5.62
22872;5.8
22875;5.91
22877;4.25
22878;5.09
22879;4.75
2288;27.14
22880;4.68
22881;4.39
22882;4.54
22883;4.94
22884;5
22885;4.48
22886;6.2
22887;5.82
22888;5.7
22889;4.2
2289;13.7
22890;4.85
22891;3.68
22892;4.45
22893;4.17
22894;4.6
22895;4.48
22896;4.3
22897;4.685
22898;4.25
22899;4
229;12.8
2290;12.54
22900;5
22901;4.62
22902;4.5
22903;4.5
22905;4.5
22909;5.82
2291;11.63
22910;6.5
22911;5.3
22912;5.7
22913;5.8
22914;5.95
22915;5.65
22916;5.93
22917;6
22918;4.75
22919;5.2
2292;12.21
22920;5.2
22921;5.1
22922;4.25
22923;4
22924;5.54
22925;4.31
22926;4.08
22927;5
22928;4.02
22929;3.89
2293;11.62
22930;6.05
22931;8.2
22932;4.6
22933;4.4
22934;5.46
22935;5
22936;4.8
22937;5.03
22938;7.2
22939;5.68
2294;8.3
22940;5.25
22941;5.41285714285714
22942;4.21
22943;5.98
22944;5.55
22945;6.23
22946;5.57
22947;4.5
22948;6.5
22949;6.18
2295;14
22950;5.5
22951;4.12
22952;4.7
22953;4.5
22954;4
22956;5
22957;5.4
22958;5.05
22959;5
2296;14
22960;4.5
22961;4.37
22962;4.33
22963;3.5
22965;3.82
22966;4.58
22967;5.06
22968;4.38
22969;4.1
2297;10.91
22970;3.96
22971;4.85
22973;5
22974;6.06
22975;5
22976;4.85
22977;4.96
22978;4.26
22979;5.37
2298;12.45
22980;7
22981;4.67
22982;4.7
22983;6.62
22984;7.15
22985;6.45
22986;7.22
22988;5.7
22989;4.8
2299;8.54
22990;4.87
22991;5.28
22992;4.5
22993;4.375
22994;4.28
22995;5.97
22996;4.82571428571429
22997;5.10666666666667
22998;6.6
23;4.31076923076923
230;5.03
2300;6.37
23000;4.46
23001;5.083
23002;4
23003;4.16
23004;4.97
23005;5.15
23006;6.2
23007;5.18
23008;4.8
23009;4.47769230769231
23010;4.7
23011;5.13
23012;4.15857142857143
23013;4.04
23014;3.52
23015;3.95
23016;5.32
23017;4.3
23018;4.7
23019;4.30285714285714
2302;13.15
23020;4
23021;4.26
23022;4.4
23023;4.5
23024;3.45
23025;4.73
23026;6.18
23027;5.94
23028;6.15
23029;6.05
2303;12.98
23030;6.03
23031;5.98
23032;6.09
23033;6.21
23034;6.06
23035;6.1
23036;6.12
23037;6.08
23038;6.12
23039;6.08
2304;11.1
23040;6.14
23041;6.14
23042;6.16
23043;6.18
23044;6.05
23045;6.23
23046;6.08
23047;6.02
23048;6
23049;6.02
2305;11.7
23050;6.08
23051;6.08
23052;6.08
23053;6.1
23054;6.21
23055;6.2
23056;5.98
23057;6.09
23058;6.2
23059;6.13
23060;5.95
23061;6.08
23062;6.09
23063;6
23064;6.29
23065;6
23066;6.19
23067;6.08
23068;6.15
23069;6.2
2307;13.92
23070;6
23071;6.07
23072;6
23073;6.19
23074;6
23075;5.9
23076;6
23077;6.04
23078;6.05
23079;6
2308;9.17
23080;6.1
23081;6.19
23082;4.2
23083;4.6
23084;3.58
23085;4.55
23086;4.22
23088;3.9
23089;4
2309;8.17
23090;5.3
23091;10.15
23092;14.24
23093;12.98
23094;6.92
23095;5.55
23096;7.5
23097;10.45
23098;8.25
23099;6.15
231;10.78
2310;12.6
23100;4.44
23101;7.8
23102;6.47
23103;11.89
23104;5.55
23105;13.835
23106;6.7
23107;7.25
23108;9.15
23109;5.65
2311;11.42
23110;5.37
23111;14.57
23113;4.7
23114;14.06
23115;15.5
23117;6.43
23118;5.75
23119;7
2312;12.12
23121;5.9
23123;5.9
23124;12.4
2313;11.34
23130;8.6
23131;6.9
23132;8.7
23133;13.85
23134;7.4
23135;6.35
23136;5.5
23137;10.8
23138;17.37
23139;6.3
2314;11.94
23140;4.08
23141;11.985
23142;14.49
23143;4.9
23144;8.27
23146;6.1
23147;6.85
23148;14.62
23149;5.05
2315;26.3
23151;7.45
23154;6.09
23155;4.95
23158;5.8
2316;12.9
23160;7.65333333333333
23161;11.2
23162;18.57
23164;5.55
23165;5.8
23166;4.41
23167;5.35
23168;10.92
23169;7.52
2317;17.4
23170;9.2
23171;21.4433333333333
23172;10.85
23173;6.05
23174;6.02
23175;8.69
23176;7.04
23177;13.56
23178;5.72
23179;11.8
2318;11.32
23180;8.18
23181;7.27
23182;5.29
23183;5.98
23184;6
23185;5.9
23186;5.88
23187;13.36
23188;19.3
23189;10.83
2319;7.35
23190;22.7
23191;7.95
23192;7.55
23193;22.13
23194;13.37
23195;13.36
23196;10.35
23197;4.61
23198;13
23199;11.72
232;3.85
2320;7.37
23200;6.95
23201;22.25
23202;13.38
23203;23.45
23204;20.3
23205;14.75
23206;11.18
23207;5.2
23208;8.85
23209;13
2321;13.15
23210;8.57090909090909
23211;6.66
23212;6.66
23213;10.19
23214;6.4
23215;6.9
23216;14.99
23217;6.15
23218;4.58
23219;6.1
2322;12.97
23220;6.67
23221;20.4
23222;5.7
23223;7.9
23224;7.97
23225;14.52
23226;14.8
23227;16.52
23228;8.97
23229;4.8
2323;14.21
23230;4.8
23231;7.12
23232;10.22
23233;7.25
23234;11.83
23235;17.78
23236;5.49
23237;5.9
23238;4.5
23239;6.5
2324;13.06
23240;7.48
23241;14.46
23242;13.43
23243;6.93
23244;6.55
23245;13.3
23246;5.45
23247;6.31
